complaint_id,complaint_date,customer_id,product_id,product_name,product_line,category,channel,status,resolution_days,satisfaction_score
COMP-00176,2024-04-09,CUST-00132,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,Misleading product description,Social Media,Resolved - Replacement,10,1
COMP-00177,2024-07-22,CUST-00171,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,Shipping damage,Online Chat,Open,,
COMP-00178,2024-07-09,CUST-00095,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,Product defect / malfunction,In-Store,Resolved - Replacement,6,5
COMP-00179,2024-04-20,CUST-00144,PROD-0002,VoltEdge 65W GaN Charger,Electronics & Accessories,Battery life shorter than advertised,Online Chat,Escalated,12,5
COMP-00180,2024-08-05,CUST-00074,PROD-0003,"PixelClear 27"" Monitor",Electronics & Accessories,Battery life shorter than advertised,Social Media,Escalated,3,2
COMP-00181,2024-06-04,CUST-00037,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,Misleading product description,In-Store,Escalated,9,2
COMP-00182,2024-07-11,CUST-00152,PROD-0015,CozyKnit Wool Sweater,Apparel & Footwear,Product defect / malfunction,In-Store,Resolved - Replacement,11,4
COMP-00183,2024-08-24,CUST-00045,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,Missing parts or accessories,Email,Resolved - Refund,3,3
COMP-00184,2024-05-28,CUST-00214,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,Other,Social Media,Resolved - Refund,5,4
COMP-00185,2024-08-25,CUST-00127,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,Shipping damage,Email,Resolved - Replacement,1,4
COMP-00186,2024-08-29,CUST-00077,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,Product defect / malfunction,Online Chat,Resolved - Store Credit,5,3
COMP-00187,2024-05-05,CUST-00126,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,Product defect / malfunction,Online Chat,Resolved - Replacement,5,2
COMP-00188,2024-07-04,CUST-00154,PROD-0014,UrbanFlex Denim Jacket,Apparel & Footwear,Other,In-Store,Resolved - Refund,7,5
COMP-00189,2024-03-02,CUST-00178,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,Difficulty with returns/refund processing,Phone,Resolved - Refund,10,4
COMP-00190,2024-01-30,CUST-00042,PROD-0011,GrindWell Manual Coffee Grinder,Home & Kitchen,Shipping damage,Email,Resolved - Replacement,12,4
COMP-00191,2024-05-19,CUST-00042,PROD-0001,AuraSound WB-200 Wireless Earbuds,Electronics & Accessories,Difficulty with returns/refund processing,Phone,Resolved - Refund,6,4
COMP-00192,2024-02-09,CUST-00075,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,Other,Email,Resolved - Replacement,11,2
COMP-00193,2024-03-26,CUST-00154,PROD-0015,CozyKnit Wool Sweater,Apparel & Footwear,Other,In-Store,Resolved - Replacement,6,4
COMP-00194,2024-07-04,CUST-00176,PROD-0014,UrbanFlex Denim Jacket,Apparel & Footwear,Product defect / malfunction,Email,Resolved - Refund,6,1
COMP-00195,2024-05-24,CUST-00036,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,Difficulty with returns/refund processing,Online Chat,Open,,
COMP-00196,2024-03-24,CUST-00088,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,Product defect / malfunction,Email,Resolved - Replacement,9,3
COMP-00197,2024-09-26,CUST-00204,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,Color/material mismatch,Phone,Resolved - Refund,9,4
COMP-00198,2024-02-09,CUST-00118,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,Product defect / malfunction,Phone,Open,,
COMP-00199,2024-06-08,CUST-00123,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,Missing parts or accessories,Social Media,Resolved - Refund,8,5
COMP-00200,2024-03-29,CUST-00196,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,Missing parts or accessories,Phone,Resolved - Replacement,12,3
COMP-00201,2024-03-13,CUST-00033,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,Sizing inconsistency,Email,Resolved - Replacement,3,3
COMP-00202,2024-02-27,CUST-00021,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,Product defect / malfunction,Online Chat,Resolved - Replacement,8,1
COMP-00203,2024-01-17,CUST-00051,PROD-0002,VoltEdge 65W GaN Charger,Electronics & Accessories,Battery life shorter than advertised,Online Chat,Resolved - Refund,1,2
COMP-00204,2024-02-03,CUST-00065,PROD-0001,AuraSound WB-200 Wireless Earbuds,Electronics & Accessories,Difficulty with returns/refund processing,Phone,Resolved - Store Credit,2,3
COMP-00205,2024-04-12,CUST-00151,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,Shipping damage,Phone,Resolved - Store Credit,1,3
COMP-00206,2024-05-22,CUST-00217,PROD-0014,UrbanFlex Denim Jacket,Apparel & Footwear,Other,Social Media,Resolved - Replacement,3,3
COMP-00207,2024-02-04,CUST-00130,PROD-0011,GrindWell Manual Coffee Grinder,Home & Kitchen,Product defect / malfunction,Phone,Open,,
COMP-00208,2024-04-08,CUST-00136,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,Difficulty with returns/refund processing,Phone,Resolved - Replacement,9,2
COMP-00209,2024-09-15,CUST-00055,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,Color/material mismatch,In-Store,Open,,
COMP-00210,2024-04-04,CUST-00179,PROD-0011,GrindWell Manual Coffee Grinder,Home & Kitchen,Misleading product description,Email,Resolved - Store Credit,2,4
COMP-00211,2024-04-19,CUST-00098,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,Other,In-Store,Resolved - Replacement,2,2
COMP-00212,2024-09-23,CUST-00120,PROD-0002,VoltEdge 65W GaN Charger,Electronics & Accessories,Shipping damage,In-Store,Resolved - Refund,6,5
COMP-00213,2024-02-12,CUST-00185,PROD-0001,AuraSound WB-200 Wireless Earbuds,Electronics & Accessories,Difficulty with returns/refund processing,In-Store,Resolved - Refund,7,5
COMP-00214,2024-06-08,CUST-00154,PROD-0014,UrbanFlex Denim Jacket,Apparel & Footwear,Sizing inconsistency,Email,Escalated,8,5
COMP-00215,2024-08-07,CUST-00105,PROD-0005,StrideFit Fitness Tracker,Electronics & Accessories,Shipping damage,In-Store,Escalated,8,3
COMP-00216,2024-09-08,CUST-00004,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,Sizing inconsistency,Social Media,Resolved - Replacement,8,2
COMP-00217,2024-07-21,CUST-00031,PROD-0003,"PixelClear 27"" Monitor",Electronics & Accessories,Misleading product description,Email,Resolved - Store Credit,2,2
COMP-00218,2024-06-22,CUST-00094,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,Shipping damage,Phone,Resolved - Refund,7,3
COMP-00219,2024-09-12,CUST-00215,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,Difficulty with returns/refund processing,Social Media,Open,,
COMP-00220,2024-07-23,CUST-00152,PROD-0005,StrideFit Fitness Tracker,Electronics & Accessories,Difficulty with returns/refund processing,Online Chat,Resolved - Refund,10,5
COMP-00221,2024-03-16,CUST-00131,PROD-0005,StrideFit Fitness Tracker,Electronics & Accessories,Misleading product description,Online Chat,Resolved - Replacement,5,5
COMP-00222,2024-03-09,CUST-00060,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,Product defect / malfunction,Phone,Resolved - Replacement,1,5
COMP-00223,2024-04-01,CUST-00174,PROD-0001,AuraSound WB-200 Wireless Earbuds,Electronics & Accessories,Misleading product description,Email,Resolved - Store Credit,6,4
COMP-00224,2024-02-19,CUST-00160,PROD-0011,GrindWell Manual Coffee Grinder,Home & Kitchen,Product defect / malfunction,Online Chat,Resolved - Store Credit,9,5
COMP-00225,2024-09-11,CUST-00052,PROD-0005,StrideFit Fitness Tracker,Electronics & Accessories,Misleading product description,In-Store,Resolved - Refund,9,5
COMP-00226,2024-01-17,CUST-00140,PROD-0001,AuraSound WB-200 Wireless Earbuds,Electronics & Accessories,Misleading product description,Online Chat,Escalated,2,5
COMP-00227,2024-07-11,CUST-00081,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,Misleading product description,Email,Resolved - Refund,1,5
COMP-00228,2024-06-04,CUST-00169,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,Sizing inconsistency,Email,Resolved - Replacement,7,4
COMP-00229,2024-09-06,CUST-00184,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,Product defect / malfunction,Social Media,Resolved - Refund,8,5
COMP-00230,2024-08-31,CUST-00147,PROD-0009,BrewMaster Drip Coffee Maker,Home & Kitchen,Other,Phone,Escalated,9,4
COMP-00231,2024-07-12,CUST-00068,PROD-0009,BrewMaster Drip Coffee Maker,Home & Kitchen,Other,In-Store,Resolved - Store Credit,5,1
COMP-00232,2024-01-24,CUST-00008,PROD-0011,GrindWell Manual Coffee Grinder,Home & Kitchen,Shipping damage,In-Store,Open,,
COMP-00233,2024-01-14,CUST-00208,PROD-0014,UrbanFlex Denim Jacket,Apparel & Footwear,Color/material mismatch,Online Chat,Escalated,6,2
COMP-00234,2024-07-01,CUST-00110,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,Misleading product description,Email,Resolved - Refund,11,3
COMP-00235,2024-06-08,CUST-00061,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,Other,Phone,Resolved - Replacement,12,4
COMP-00236,2024-03-27,CUST-00030,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,Product defect / malfunction,Online Chat,Resolved - Refund,1,4
COMP-00237,2024-08-03,CUST-00146,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,Difficulty with returns/refund processing,Social Media,Resolved - Replacement,8,1
COMP-00238,2024-07-18,CUST-00082,PROD-0008,CopperCraft 10-Piece Cookware Set,Home & Kitchen,Difficulty with returns/refund processing,Phone,Resolved - Refund,8,3
COMP-00239,2024-09-14,CUST-00087,PROD-0009,BrewMaster Drip Coffee Maker,Home & Kitchen,Missing parts or accessories,In-Store,Resolved - Replacement,10,4
COMP-00240,2024-09-11,CUST-00112,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,Battery life shorter than advertised,Phone,Open,,
COMP-00241,2024-04-19,CUST-00216,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,Difficulty with returns/refund processing,Social Media,Resolved - Replacement,5,4
COMP-00242,2024-02-17,CUST-00206,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,Battery life shorter than advertised,Phone,Open,,
COMP-00243,2024-05-19,CUST-00152,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,Product defect / malfunction,Online Chat,Resolved - Refund,9,4
COMP-00244,2024-02-09,CUST-00054,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,Missing parts or accessories,Social Media,Open,,
COMP-00245,2024-08-09,CUST-00206,PROD-0005,StrideFit Fitness Tracker,Electronics & Accessories,Battery life shorter than advertised,Online Chat,Resolved - Refund,4,4
COMP-00246,2024-09-20,CUST-00065,PROD-0011,GrindWell Manual Coffee Grinder,Home & Kitchen,Misleading product description,Email,Resolved - Store Credit,9,1
COMP-00247,2024-09-21,CUST-00161,PROD-0014,UrbanFlex Denim Jacket,Apparel & Footwear,Color/material mismatch,Email,Resolved - Replacement,8,5
COMP-00248,2024-09-29,CUST-00069,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,Color/material mismatch,Social Media,Resolved - Store Credit,7,1
COMP-00249,2024-07-05,CUST-00134,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,Misleading product description,In-Store,Resolved - Replacement,3,4
COMP-00250,2024-02-02,CUST-00106,PROD-0007,HearthGlow 6-Quart Slow Cooker,Home & Kitchen,Missing parts or accessories,In-Store,Resolved - Replacement,7,4
COMP-00251,2024-05-11,CUST-00166,PROD-0003,"PixelClear 27"" Monitor",Electronics & Accessories,Battery life shorter than advertised,Email,Resolved - Store Credit,7,2
COMP-00252,2024-01-15,CUST-00039,PROD-0004,HomeHub Smart Plug 4-Pack,Electronics & Accessories,Shipping damage,In-Store,Open,,
COMP-00253,2024-08-11,CUST-00119,PROD-0009,BrewMaster Drip Coffee Maker,Home & Kitchen,Misleading product description,Email,Resolved - Store Credit,1,3
COMP-00254,2024-01-15,CUST-00070,PROD-0003,"PixelClear 27"" Monitor",Electronics & Accessories,Difficulty with returns/refund processing,In-Store,Open,,
COMP-00255,2024-03-31,CUST-00169,PROD-0010,LinenLoft Bedding Bundle,Home & Kitchen,Missing parts or accessories,Online Chat,Escalated,12,1
COMP-00256,2024-02-12,CUST-00015,PROD-0016,TrailBlazer Rain Shell,Apparel & Footwear,Difficulty with returns/refund processing,Online Chat,Resolved - Store Credit,2,4
COMP-00257,2024-02-16,CUST-00172,PROD-0013,StrideLine Trail Running Shoe,Apparel & Footwear,Misleading product description,Email,Escalated,12,3
COMP-00258,2024-09-13,CUST-00029,PROD-0011,GrindWell Manual Coffee Grinder,Home & Kitchen,Product defect / malfunction,Social Media,Resolved - Refund,10,4
COMP-00259,2024-02-16,CUST-00128,PROD-0017,FlexFit Performance Leggings,Apparel & Footwear,Shipping damage,In-Store,Resolved - Refund,6,4
COMP-00260,2024-04-30,CUST-00207,PROD-0014,UrbanFlex Denim Jacket,Apparel & Footwear,Misleading product description,Email,Resolved - Replacement,2,3
